000001.png,4.955985546112060547e-01,3.649810850620269775e-01,4.734081327915191650e-01,3.302657604217529297e-01,4.748428761959075928e-01,3.344036638736724854e-01,3.869058191776275635e-01,3.604854643344879150e-01,3.933747708797454834e-01,3.753402233123779297e-01,3.118691444396972656e-01,4.724743366241455078e-01,3.625423312187194824e-01,6.400385499000549316e-01,4.138068258762359619e-01,6.701817512512207031e-01,4.935775399208068848e-01,9.526145458221435547e-01,5.170483589172363281e-01,6.543095111846923828e-01,7.453023195266723633e-01,9.598710536956787109e-01,3.647536933422088623e-01,9.006034731864929199e-01,4.088726639747619629e-01,9.892646670341491699e-01,5.577419996261596680e-01,8.719866871833801270e-01,7.272713184356689453e-01,9.782201647758483887e-01,5.890551209449768066e-01,9.205617308616638184e-01,7.913293242454528809e-01,9.784373641014099121e-01
000021.png,4.928159415721893311e-01,3.594544827938079834e-01,4.683510959148406982e-01,3.255362212657928467e-01,4.696024358272552490e-01,3.305746614933013916e-01,3.828726410865783691e-01,3.612416088581085205e-01,3.865374326705932617e-01,3.734843432903289795e-01,3.119167387485504150e-01,4.660722315311431885e-01,3.751064240932464600e-01,6.111109852790832520e-01,3.984180688858032227e-01,7.176051139831542969e-01,5.165205001831054688e-01,9.598142504692077637e-01,5.084389448165893555e-01,6.619786620140075684e-01,7.956212162971496582e-01,9.451785683631896973e-01,3.256624937057495117e-01,9.068532586097717285e-01,3.884372115135192871e-01,1.005994677543640137e+00,4.203057289123535156e-01,7.295404076576232910e-01,5.675710439682006836e-01,9.602350592613220215e-01,4.544394016265869141e-01,8.348583579063415527e-01,7.950426340103149414e-01,9.634733200073242188e-01
000041.png,4.926431775093078613e-01,3.617903888225555420e-01,4.676875472068786621e-01,3.269301354885101318e-01,4.680488705635070801e-01,3.318384885787963867e-01,3.799250721931457520e-01,3.618869483470916748e-01,3.825951218605041504e-01,3.730872869491577148e-01,2.959852218627929688e-01,4.688332974910736084e-01,3.770990669727325439e-01,6.115846633911132812e-01,3.941270112991333008e-01,7.188511490821838379e-01,5.388706922531127930e-01,9.444215893745422363e-01,5.046048164367675781e-01,6.610348820686340332e-01,8.042641282081604004e-01,9.403422474861145020e-01,3.149152100086212158e-01,9.050385951995849609e-01,3.928451240062713623e-01,9.881188273429870605e-01,3.937665522098541260e-01,6.889036297798156738e-01,5.640820264816284180e-01,9.487655758857727051e-01,4.296115338802337646e-01,7.957203388214111328e-01,7.968348860740661621e-01,9.548785686492919922e-01
000061.png,4.933335483074188232e-01,3.591333627700805664e-01,4.681370556354522705e-01,3.260254561901092529e-01,4.694953262805938721e-01,3.303800523281097412e-01,3.805915117263793945e-01,3.633477687835693359e-01,3.866738379001617432e-01,3.793660402297973633e-01,2.922907173633575439e-01,4.655821323394775391e-01,3.752639293670654297e-01,6.108588576316833496e-01,3.863486051559448242e-01,7.165972590446472168e-01,5.132803320884704590e-01,9.429419636726379395e-01,5.068070888519287109e-01,6.624975204467773438e-01,8.004676699638366699e-01,9.405971169471740723e-01,2.794549763202667236e-01,9.175691008567810059e-01,3.576146066188812256e-01,1.008088469505310059e+00,4.047406911849975586e-01,7.096998691558837891e-01,5.756373405456542969e-01,9.499411582946777344e-01,4.529704749584197998e-01,8.360121846199035645e-01,7.969583272933959961e-01,9.516050815582275391e-01
000081.png,4.931242465972900391e-01,3.628960847854614258e-01,4.687412977218627930e-01,3.281810581684112549e-01,4.697993695735931396e-01,3.330399990081787109e-01,3.800842165946960449e-01,3.613299429416656494e-01,3.853071928024291992e-01,3.771672546863555908e-01,2.935323417186737061e-01,4.657011032104492188e-01,3.671951591968536377e-01,6.151830554008483887e-01,3.955253362655639648e-01,7.082585692405700684e-01,5.125977396965026855e-01,9.422885775566101074e-01,5.139477252960205078e-01,6.613397598266601562e-01,7.991908788681030273e-01,9.420803189277648926e-01,3.088084161281585693e-01,9.099970459938049316e-01,3.754504919052124023e-01,1.001826882362365723e+00,4.061769247055053711e-01,6.819877028465270996e-01,5.778210163116455078e-01,9.515411853790283203e-01,4.536683261394500732e-01,7.985910773277282715e-01,7.941647171974182129e-01,9.502143263816833496e-01
000101.png,4.944098591804504395e-01,3.599790334701538086e-01,4.680622220039367676e-01,3.269405663013458252e-01,4.672248959541320801e-01,3.315079212188720703e-01,3.796205818653106689e-01,3.665490448474884033e-01,3.783875405788421631e-01,3.816697597503662109e-01,3.140603005886077881e-01,4.646067619323730469e-01,3.636818230152130127e-01,6.171290278434753418e-01,4.082934260368347168e-01,6.987454295158386230e-01,4.990167617797851562e-01,9.496607184410095215e-01,5.108113884925842285e-01,6.609818935394287109e-01,7.856268286705017090e-01,9.552516937255859375e-01,3.161640465259552002e-01,8.872954845428466797e-01,3.745114803314208984e-01,1.004109978675842285e+00,4.127262234687805176e-01,7.283961772918701172e-01,5.644182562828063965e-01,9.500844478607177734e-01,4.547807872295379639e-01,8.182060718536376953e-01,6.076989769935607910e-01,9.587383270263671875e-01
000121.png,4.951885640621185303e-01,3.601083457469940186e-01,4.696207046508789062e-01,3.267439305782318115e-01,4.699952304363250732e-01,3.313656747341156006e-01,3.823543190956115723e-01,3.615463674068450928e-01,3.843381404876708984e-01,3.741820156574249268e-01,2.970981597900390625e-01,4.652101695537567139e-01,3.661460578441619873e-01,6.136205196380615234e-01,3.955136835575103760e-01,7.108554244041442871e-01,5.387820601463317871e-01,9.348101615905761719e-01,5.130160450935363770e-01,6.607024073600769043e-01,8.010130524635314941e-01,9.426558017730712891e-01,3.087692260742187500e-01,9.107547402381896973e-01,3.747361004352569580e-01,1.005191564559936523e+00,4.206084012985229492e-01,7.331206798553466797e-01,5.787554979324340820e-01,9.509832262992858887e-01,4.651707708835601807e-01,8.152131438255310059e-01,8.005682826042175293e-01,9.544369578361511230e-01
000141.png,4.938901364803314209e-01,3.635428249835968018e-01,4.693027734756469727e-01,3.291017711162567139e-01,4.695385098457336426e-01,3.339988291263580322e-01,3.809739649295806885e-01,3.634239733219146729e-01,3.850448131561279297e-01,3.797973692417144775e-01,2.919267416000366211e-01,4.629116952419281006e-01,3.654259145259857178e-01,6.144539713859558105e-01,3.886819779872894287e-01,7.143046855926513672e-01,5.414627790451049805e-01,9.304636120796203613e-01,5.076718926429748535e-01,6.618330478668212891e-01,8.028194308280944824e-01,9.396303296089172363e-01,2.969440817832946777e-01,8.947193622589111328e-01,3.733592331409454346e-01,1.007003664970397949e+00,4.042571485042572021e-01,6.858740448951721191e-01,5.773484706878662109e-01,9.475408196449279785e-01,4.423015415668487549e-01,7.957668304443359375e-01,8.013685345649719238e-01,9.507460594177246094e-01
000161.png,4.941430091857910156e-01,3.591484129428863525e-01,4.682958722114562988e-01,3.254378736019134521e-01,4.685263335704803467e-01,3.300833404064178467e-01,3.797256052494049072e-01,3.613343238830566406e-01,3.838223516941070557e-01,3.783794641494750977e-01,3.067789375782012939e-01,4.609655439853668213e-01,3.638501167297363281e-01,6.141830086708068848e-01,3.995885252952575684e-01,7.056297659873962402e-01,5.130732655525207520e-01,9.474393725395202637e-01,5.079492926597595215e-01,6.603485941886901855e-01,8.013001680374145508e-01,9.424530863761901855e-01,3.131784498691558838e-01,9.060145020484924316e-01,3.917790949344635010e-01,1.002234935760498047e+00,4.058945477008819580e-01,6.612957119941711426e-01,5.799732804298400879e-01,9.503816962242126465e-01,4.442713856697082520e-01,7.917322516441345215e-01,7.997404336929321289e-01,9.530189633369445801e-01
000181.png,4.971684813499450684e-01,3.661861717700958252e-01,4.712217748165130615e-01,3.312559425830841064e-01,4.690118432044982910e-01,3.363595902919769287e-01,3.784538507461547852e-01,3.664475381374359131e-01,3.756929337978363037e-01,3.820678293704986572e-01,3.273407518863677979e-01,4.651741087436676025e-01,3.634673953056335449e-01,6.118286252021789551e-01,4.018495678901672363e-01,6.849818825721740723e-01,5.131343603134155273e-01,9.386584162712097168e-01,5.127496123313903809e-01,6.613628864288330078e-01,8.037124872207641602e-01,9.402410984039306641e-01,3.269358575344085693e-01,8.845701813697814941e-01,3.764243423938751221e-01,1.000704407691955566e+00,4.233395755290985107e-01,6.794610023498535156e-01,5.787739157676696777e-01,9.505487084388732910e-01,4.427953362464904785e-01,7.984871268272399902e-01,7.967222332954406738e-01,9.530714154243469238e-01
