00007.png,0
00037.png,0
00067.png,0
00097.png,0
00127.png,0
00157.png,0
00187.png,0
00217.png,0
00247.png,0
00277.png,0
00307.png,0
00337.png,0
00367.png,0
00397.png,0
00427.png,0
00457.png,0
00487.png,0
00517.png,0
00547.png,0
00577.png,0
00607.png,0
00637.png,0
09800.png,0
09830.png,0
09860.png,0
09890.png,0
09920.png,0
09950.png,0
09980.png,0
10010.png,0
10040.png,0
10070.png,0
10100.png,0
10130.png,0
10160.png,0
10190.png,0
10220.png,0
10250.png,0
10280.png,0
10310.png,0
10340.png,0
10370.png,0
10400.png,0
10430.png,0
10460.png,0
10490.png,0
10520.png,0
10550.png,0
10580.png,0
10610.png,0
10640.png,0
10670.png,1
10700.png,1
10730.png,1
10760.png,1
10790.png,0
10820.png,0
10850.png,0
10880.png,0
10910.png,0
10940.png,0
10970.png,0
11000.png,0
11030.png,0
11060.png,0
11090.png,0
11120.png,0
11150.png,0
11180.png,0
11210.png,0
11240.png,0
11270.png,0
11300.png,0
11330.png,1
11360.png,1
11390.png,0
11420.png,0
11450.png,0
11480.png,1
11510.png,1
11540.png,1
11570.png,0
11600.png,0
11630.png,0
11660.png,0
11690.png,0
11720.png,0
11750.png,0
11780.png,0
11810.png,0
11840.png,0
11870.png,0
11900.png,0
11930.png,1
11960.png,1
11990.png,1
12020.png,1
12050.png,1
12080.png,1
12110.png,1
12140.png,1
12170.png,1
12200.png,1
12230.png,0
12260.png,0
12290.png,0
12320.png,0
12350.png,0
12380.png,0
12410.png,0
12440.png,0
12470.png,0
12500.png,0
12530.png,0
12560.png,0
12590.png,0
12620.png,0
12650.png,0
12680.png,0
12710.png,0
12740.png,0
12770.png,0
12800.png,0
12830.png,0
12860.png,0
12890.png,0
12920.png,0
12950.png,0
12980.png,0
13010.png,0
13040.png,0
13070.png,0
13100.png,0
13130.png,0
13160.png,0
13190.png,0
13220.png,0
13250.png,0
13280.png,0
13310.png,0
13340.png,0
13370.png,0
13400.png,0
13430.png,0
13460.png,0
13490.png,0
13520.png,0
13550.png,0
13580.png,0
13610.png,0
13640.png,0
13670.png,0
13700.png,0
13730.png,0
13760.png,0
13790.png,0
13820.png,0
13850.png,0
13880.png,0
13910.png,0
13940.png,0
13970.png,0
14000.png,0
14030.png,0
14060.png,0
14090.png,0
14120.png,0
14150.png,1
14180.png,1
14210.png,1
14240.png,1
14270.png,0
14300.png,0
14330.png,0
14360.png,0
14390.png,0
14420.png,0
14450.png,0
14480.png,0
14510.png,0
14540.png,0
14570.png,0
